utt_id,technique,variant,singer_id,cos_to_source,shift_norm,shift_alignment
EN-Alto-1__breathy__technique__safe_and_sound__0008_v1,breathy,1,EN-Alto-1,0.727483868598938,0.7382630109786987,0.06203050911426544
EN-Alto-1__breathy__technique__safe_and_sound__0008_v2,breathy,2,EN-Alto-1,0.6880995631217957,0.7898107767105103,0.09216046333312988
EN-Alto-1__breathy__technique__safe_and_sound__0009_v0,breathy,0,EN-Alto-1,0.7818441390991211,0.6605390310287476,0.13204285502433777
EN-Alto-1__breathy__technique__safe_and_sound__0009_v1,breathy,1,EN-Alto-1,0.7541642785072327,0.7011930346488953,0.15625183284282684
EN-Alto-1__breathy__technique__safe_and_sound__0009_v2,breathy,2,EN-Alto-1,0.713850736618042,0.7565042972564697,0.16519878804683685
EN-Alto-1__breathy__technique__safe_and_sound__0010_v0,breathy,0,EN-Alto-1,0.693813145160675,0.7825431823730469,-0.012162699364125729
EN-Alto-1__breathy__technique__safe_and_sound__0010_v1,breathy,1,EN-Alto-1,0.661973774433136,0.8222241997718811,0.012777100317180157
EN-Alto-1__breathy__technique__safe_and_sound__0010_v2,breathy,2,EN-Alto-1,0.6246705055236816,0.8664057850837708,0.014547421596944332
EN-Alto-1__breathy__technique__safe_and_sound__0011_v0,breathy,0,EN-Alto-1,0.7786101698875427,0.6654168367385864,0.037288010120391846
EN-Alto-1__breathy__technique__safe_and_sound__0011_v1,breathy,1,EN-Alto-1,0.7547661066055298,0.7003340721130371,0.0401468388736248
EN-Alto-1__breathy__technique__safe_and_sound__0011_v2,breathy,2,EN-Alto-1,0.7149149179458618,0.7550961971282959,0.03679497167468071
EN-Alto-1__breathy__technique__safe_and_sound__0012_v0,breathy,0,EN-Alto-1,0.7780724763870239,0.6662245988845825,0.1186726987361908
EN-Alto-1__breathy__technique__safe_and_sound__0012_v1,breathy,1,EN-Alto-1,0.7621375322341919,0.6897281408309937,0.10993970185518265
EN-Alto-1__breathy__technique__safe_and_sound__0012_v2,breathy,2,EN-Alto-1,0.7312968969345093,0.7330800294876099,0.09474542737007141
EN-Alto-1__breathy__technique__safe_and_sound__0013_v0,breathy,0,EN-Alto-1,0.798923671245575,0.6341552138328552,-0.04287583380937576
EN-Alto-1__breathy__technique__safe_and_sound__0013_v1,breathy,1,EN-Alto-1,0.7740781307220459,0.6721934080123901,0.006173595320433378
EN-Alto-1__breathy__technique__safe_and_sound__0013_v2,breathy,2,EN-Alto-1,0.7442052364349365,0.7152550220489502,0.035246893763542175
EN-Alto-1__breathy__technique__sleepyhead__0000_v0,breathy,0,EN-Alto-1,0.7452180981636047,0.7138374447822571,0.10923013836145401
EN-Alto-1__breathy__technique__sleepyhead__0000_v1,breathy,1,EN-Alto-1,0.7242904305458069,0.7425761222839355,0.1305297613143921
EN-Alto-1__breathy__technique__sleepyhead__0000_v2,breathy,2,EN-Alto-1,0.6843699216842651,0.7945189476013184,0.17232123017311096
EN-Alto-1__breathy__technique__sleepyhead__0001_v0,breathy,0,EN-Alto-1,0.7106757760047913,0.7606895565986633,-0.0061234827153384686
EN-Alto-1__breathy__technique__sleepyhead__0001_v1,breathy,1,EN-Alto-1,0.6744619607925415,0.8068929314613342,0.03534337878227234
EN-Alto-1__breathy__technique__sleepyhead__0001_v2,breathy,2,EN-Alto-1,0.6343269348144531,0.8551878333091736,0.09336262941360474
EN-Alto-1__breathy__technique__sleepyhead__0002_v0,breathy,0,EN-Alto-1,0.6991162300109863,0.7757368087768555,0.023565633222460747
